20205	1	645	103	3300	4(A)	38	E207	8049
20206	1	649	3723	3300	8(A)	17	B118	8049
20207	1	642B	103	3302	8(A)	13	E207	8049
20208	1	608	121	3302	3(A)	17	E208	8049
20209	2	608	121	3301	10(A)	16	E208	8049
20210	3	608	121	3301	11(A)	11	E208	8049
20211	1	607	121	3301	7(A)	19	E208	8049
20212	3	607	121	3301	9(A)	16	E208	8049
20213	1	601	121	3302	4(A)	11	E208	8049
20214	1	256	2411	3300	6(A)	5	D215	8049
20215	2	256	2411	3300	10(A)	10	D215	8049
20216	2	683	2411	3302	9(A)	15	D215	8049
20217	2	601	121	3301	5(A)	4	E208	8049
19927	1	980	113	3300	8-11(A)	1		8049
19928	1	652	3723	3300	1(A)	22	B118	8049
19929	9	541	126	3300	3(A)	1	E114	8049
19930	4	310	105	3300	4(A)	2	D213	8049
19931	22	540	4016	3302	9(A)	1	D-120B	8049
19932	2	5051	502	3301	3(A)	1	Media CTR	8049
19933	15	540	110	3301	8(A)	1	E205	8049
19934	1	197	164	3300	10(A)	1	D-120A	8049
19935	4	710	3512	3301	5(A)	0	F128	8049
19936	2	341	94	3300	9(A)	3	D204	8049
19937	3	410	3729	3300	3(A)	1	D202	8049
20399	1	5204	502	3301	3(A)	1	D116	8049
19941	2	643A	103	3301	1(A)	1	E207	8049
19942	11	540	110	3302	9(A)	1	E205	8049
19943	1	960	113	3300	8-11(A)	1		8049
19944	1	963	113	3300	8-11(A)	1		8049
19945	1	974	113	3300	8-11(A)	1		8049
19946	2	265	164	3300	10(A)	2	D-120A	8049
19947	1	541	4016	3300	11(A)	1	A210	8049
19948	2	5026	502	3302	6(A)	0		8049
19950	3	612	121	3300	5(A)	2	E208	8049
19951	1	5007	502	3301	10(A)	1	Media CTR	8049
19952	12	541	127	3300	4(A)	1	D214	8049
19953	2	8000	3729	3300	2(A)	19	E205	8049
19954	3	8000	3726	3300	2(A)	19	E113	8049
19955	1	160	101	3301	3(A)	18	E206	8049
19956	2	160	101	3302	3(A)	12	E206	8049
19957	1	109	101	3300	4(A)	11	E206	8049
20218	3	601	121	3302	5(A)	1	E208	8049
20219	1	440	2911	3302	8(A)	4	D201	8049
20220	1	611	121	3300	5(A)	1	E208	8049
20221	1	610	121	3300	5(A)	2	E208	8049
20222	1	609	121	3300	5(A)	2	E208	8049
20225	2	609	121	3300	8(A)	4	E208	8049
20226	2	614	121	3300	8(A)	2	E208	8049
20227	4	601	121	3301	8(A)	4	E208	8049
20228	5	601	121	3302	8(A)	2	E208	8049
20229	2	598	121	3302	9(A)	1	E208	8049
20230	2	625	121	3301	9(A)	1	E208	8049
20231	6	9	178	3302	5(A)	10	D202	8049
20443	6	601	121	3301	10(A)	1	E208	8049
20406	25	540	3512	3301	10(A)	1	F128	8049
20472	1	C4100	501	3301	10(A)	1		8049
20473	1	C3000	501	3301	8(A)	1		8049
20474	1	C5000	501	3301	8(A)	1		8049
19958	3	109	101	3300	9(A)	12	E206	8049
19959	1	120	101	3300	5(A)	9	E206	8049
19960	1	107	110	3300	4(A)	23	E205	8049
19961	2	107	110	3300	8(A)	22	E205	8049
19962	3	107	2063	3300	10(A)	22	D118	8049
19963	1	123	2063	3300	4(A)	20	D118	8049
19964	1	110	122	3300	6(A)	15	D117	8049
19965	1	231	1101	3300	3(A)	17	E110	8049
19966	2	231	1101	3300	4(A)	18	E110	8049
19967	1	230	1101	3300	5(A)	23	E110	8049
19968	1	250	120	3300	6(A)	19	E111	8049
19969	2	250	120	3300	11(A)	13	E111	8049
19970	1	249	120	3300	10(A)	10	E111	8049
19971	3	308	3364	3300	9(A)	19	D214	8049
19972	1	208	127	3300	8(A)	12	E112	8049
19973	3	350	3364	3300	11(A)	16	D214	8049
19974	1	331	3364	3300	8(A)	3	D214	8049
19975	1	351	3364	3300	6(A)	4	D214	8049
19976	1	709	3512	3302	3(A)	20	F128	8049
19977	2	709	3512	3302	8(A)	11	F128	8049
19978	1	419	102	3300	4(A)	10	D211	8049
19979	2	717	178	3302	7(A)	19	D213	8049
19980	2	173A3	451	3301	5(A)	14	Media CTR	8049
19981	1	173A6	117	3301	8(A)	12	D115	8049
19982	1	173B8	117	3302	10(A)	12	D115	8049
19983	1	174	451	3301	7(A)	13	Media CTR	8049
19984	4	174	3362	3302	11(A)	17	E112	8049
19985	2	990	199	3302	11(A)	21	D210	8049
19986	1	618	3726	3303	5(A)	18	E113	8049
19987	3	618	3726	3305	5(A)	17	E113	8049
19988	3	629	2411	3305	5(A)	17	D215	8049
19989	4	629	2411	3306	5(A)	17	D215	8049
19990	2	633	3726	3304	3(A)	15	E113	8049
19991	3	633	3726	3305	11(A)	11	E113	8049
19992	4	633	3726	3306	11(A)	10	E113	8049
19993	3	635	2411	3305	11(A)	10	Media CTR	8049
19994	2	500	3725	3304	5(A)	17	D203	8049
19995	4	500	3725	3306	5(A)	16	D203	8049
19996	2	110S	117	3300	4(A)	2	D115	8049
19997	3	679	3726	3302	4(A)	6	E113	8049
19998	1	685	3726	3301	10(A)	3	E113	8049
19999	1	115	4016	3300	11(A)	2	D-120B	8049
20000	1	104	4016	3300	10(A)	1	D-120B	8049
20001	1	425	652	3302	4(A)	13	D212	8049
20002	1	424	652	3301	5(A)	18	D212	8049
20003	1	426	652	3302	5(A)	17	D212	8049
20004	2	426	652	3302	6(A)	13	D212	8049
20005	1	411	2911	3300	4(A)	17	D201	8049
20006	1	415	3729	3300	9(A)	14	E111	8049
20007	2	310	105	3300	5(A)	14	D213	8049
20008	3	310	105	3300	11(A)	16	D213	8049
20009	2	716	3512	3301	5(A)	8	F128	8049
20010	3	716	3512	3301	10(A)	10	F128	8049
20011	1	718	3512	3301	4(A)	15	Library	8049
20012	1	639	3723	3300	4(A)	20	B118	8049
20013	1	651	3723	3300	8(A)	28	B118	8049
20014	1	642A	103	3301	8(A)	13	E207	8049
20016	1	262	4016	3300	7(A)	1	D-120B	8049
20017	1	263	4016	3300	7(A)	1	D-120B	8049
20018	1	265	3362	3300	8(A)	1	D116	8049
20019	1	268	3362	3300	10(A)	0	D116	8049
20020	2	411	2911	3300	11(A)	10	D201	8049
20021	1	407	3729	3300	4(A)	23	D202	8049
20022	3	407	3729	3300	10(A)	22	E110	8049
20023	1	450	2911	3302	6(A)	14	D201	8049
20024	7	9	110	3301	6(A)	16	E205	8049
20025	8	9	110	3302	6(A)	15	E205	8049
20026	9	9	451	3301	8(A)	18	Media CTR	8049
20027	10	9	102	3302	8(A)	6	D211	8049
20028	11	9	652	3301	9(A)	6	D215	8049
20029	12	9	652	3302	9(A)	23	D212	8049
20030	14	9	101	3302	10(A)	29	E206	8049
20031	13	9	101	3301	10(A)	12	E206	8049
20032	2	602	121	3302	8(A)	1	E208	8049
20033	5	605	121	3302	8(A)	1	E208	8049
20034	15	9	103	3301	11(A)	14	E207	8049
20451	1	C1002	501	3301	9(A)	4		8049
20398	1	5000	113	3300	2(A)	2	D102	8049
20400	1	5192	502	3302	3(A)	1	D116	8049
20403	1	1300	113	3300	2(A)	2	D102	8049
20402	3	411	2911	3300	11(A)	2	D201	8049
20401	2	331	3364	3300	8(A)	1	D214	8049
20397	2	610	121	3300	8(A)	1	E208	8049
20455	1	C1005	501	3301	9(A)	1		8049
20452	1	C1000	501	3301	9(A)	1		8049
20457	1	5060	502	3300	10(A)	1		8049
20448	27	540	1101	3301	1(A)	1	E110	8049
20453	1	C1003	501	3301	9(A)	1		8049
20454	1	C1004	501	3301	9(A)	1		8049
20475	4	679	3726	3301	4(A)	1	E113	8049
20449	1	C1001	501	3301	9(A)	2		8049
